Publisher,Time,Author,Title
Wiley,4/28/09,Simha R. Magal,Essentials of Business Processes and Information Systems - Package
Taylor Trade Publishing,3/3/15,James L. Ferry,How to Start a Home-Based Senior Care Business
Wiley,1/20/09,Simha R. Magal,Essentials of Business Processes and Information Systems / Edition 1
Steven Jay Hamilton,5/8/14,Steven Jay Hamilton,Bad For Business
"iUniverse, Incorporated",7/10/08,Charese Mongiello,Start Your Own Screen-Printing Business
Charlton Books,3/30/16,Charlton James,Somebody Else's Business
Graditz Verize,6/29/17,Pabla Stonewall,"Business Lunch to Remember (Gay, Bisexual, MM, exh, 1st-gay experience Erotica)"
Elsevier Science,10/8/13,Susan Snedaker,Business Continuity and Disaster Recovery Planning for IT Professionals / Edition 2
Harlequin,10/3/17,Heatherly Bell,This Baby Business
Silhouette,7/1/07,Elizabeth Bevarly,Married to His Business (Silhouette Desire #1809)
Cengage Learning,1/1/15,Richard A. Mann,Essentials of Business Law and the Legal Environment / Edition 12
Dodo Press,12/28/07,Emily Post,"Etiquette in Society, In Business, In Politics, and at Home"
Grand Central Publishing,5/20/10,Michael W. Preis,101 Things I Learned in Business School
CSB Academy Publishing Company,11/20/16,Maria Carmen,"How to Start, Run and Grow a Successful Residential & Commercial Cleaning Business"
Wiley,9/4/12,Barbara Findlay Schenck,Small Business Marketing Kit For Dummies
Harvard Business Review Press,5/12/15,Harvard Business Review,HBR 20-Minute Manager Boxed Set (10 Books) (HBR 20-Minute Manager Series)
CreateSpace Publishing,2/7/15,Manuel Taylor,How to Write a Business Plan - Step by Step guide
CreateSpace Publishing,9/8/11,Paparazzi Accessories,Building Your Paparazzi Business
Pearson,4/7/17,Henry R. Cheeseman,"Business Law, Student Value Edition Plus 2017 MyBLawLab with Pearson eText -- Access Card Package / Edition 9"
Silhouette,1/1/06,Annette Broadrick,Man Means Business (Silhouette Desire #1701)
Wiley,11/10/08,Barbara Findlay Schenck,Selling Your Business for Dummies (Includes CD-ROM)
Dreamspinner Press,7/27/15,Piper Vaughn,Prickly Business
McGraw-Hill Education,1/14/15,Charles W. L. Hill,Global Business Today / Edition 9
Entrepreneur Press,11/30/11,Entrepreneur Press,Start Your Own Wedding Consultant Business
Cengage Learning,1/17/17,David R. Anderson,Essentials of Statistics for Business and Economics (with XLSTAT Printed Access Card) / Edition 8
Lisa Saunders,4/29/11,Lisa Saunders,How to Promote Your Business (or yourself)
KRE,11/11/13,Jenna Richards,"Cupcake Cash - How to Make Money with a Home-Based Baking Business Selling Cakes, Cookies, and Other Baked Goods (Mogul Mom Work-At-Home Book Series)"
Anton Romanov,1/16/18,Anton Romanov,"Marketing - Name Drop, Profits Up - Amp Up Your Small Business Profits with Social Media Marketing"
"Orion Publishing Group, Limited",8/2/16,Adrian Goldsworthy,Whose Business is to Die
Entrepreneur Press,1/28/14,Entrepreneur Magazine,Start Your Own Blogging Business
Rose Garter,1/31/17,Rose Garter,"Taking Care of Business (Emily's Adventures in Dating, #1)"
L.L. Press,3/1/18,L.M. Stockton,The Bear Business
Lulu.com,12/30/13,V. T.,Start a Quilt Business
Taylor & Francis,8/3/16,Jason E Squire,The Movie Business Book / Edition 4
"Rowman & Littlefield Publishers, Inc.",1/11/11,Detra Denay Davis,How to Start a Home-Based Bakery Business
Summary Station,5/13/17,Better Business Summaries,Platform Revolution Summary
"Media Angels, Incorporated",4/23/16,Carol Topp,Business Tips and Taxes For Writers
Harvard Business Review Press,7/18/17,Harvard Business Review,HBR Guide to Being More Productive (HBR Guide Series)
Pearson,5/16/14,Mark L. Berenson,Basic Business Statistics Student Value Edition Plus NEW MyStatLab with Pearson eText -- Access Card Package / Edition 13
Lulu.com,12/20/14,Nicolae Sfetcu,The Business of Domain Names
"Rowman & Littlefield Publishers, Inc.",6/1/11,Michelle Long,How to Start a Home-based Bookkeeping Business
Emerge Publishing,1/30/18,Kelly Cardenas,The 6 Indicators for Business and Life
Wiley,5/23/16,Steven D. Peterson,Business Plans Kit For Dummies
Pearson,3/31/16,Henry R. Cheeseman,Business Law Plus MyBusinessLawLab with Pearson eText -- Access Card Package (1-semester) / Edition 9
Tina Martin,5/5/16,Tina Martin,Making You My Business
"Rowman & Littlefield Publishers, Inc.",1/11/11,Shari Steelsmith,"How to Start a Home-Based Day-Care Business, 6th"
Harvard Business Review Press,10/28/14,Harvard Business Review,Getting Work Done (20-Minute Manager Series)
Wolters Kluwer Legal & Regulatory,1/15/16,Rhee,Essential Concepts of Business for Lawyers 2e / Edition 2
Titan,11/19/13,Michael Crichton,The Venom Business: A Novel
Cengage Learning,1/8/16,Mary Ellen Guffey,Business English / Edition 12
Callisto Media,4/10/15,Tycho Press,Accounting for Small Business Owners
Harvard Business Review Press,6/18/03,Harvard Business Review,Managing Creativity and Innovation
Cengage Learning,3/1/16,Jeffrey D. Camm,Essentials of Business Analytics / Edition 2
Bedford/St. Martin's,9/13/13,Gerald J. Alred,The Business Writer's Companion / Edition 7
Internet Marketing Business,1/30/15,Christine Clayfield,Work From Home Ideas. 463 Ways To Make Money From Home. Moneymaking Ideas & Home Based Business Ideas. Online And Offline Ideas For All Ages.
Wiley,6/17/13,Johannes Ledolter,Data Mining and Business Analytics with R / Edition 1
McGraw-Hill Professional Publishing,10/21/10,Joe Romano,Writing Winning Business Proposals / Edition 3
Dreamspinner Press,3/11/13,Mia Kerick,Unfinished Business
IT Revolution Press,4/7/16,Mark Schwartz,The Art of Business Value
Harvard Business Review Press,2/16/16,Harvard Business Review Press,Difficult Conversations (HBR 20-Minute Manager Series)
CreateSpace Publishing,3/24/12,Antoine Cameron,How to Start a Vending Business
Good2go Publishing LLC,7/24/15,Silk White,Business is Business 2
Pearson,5/8/09,Roberta Moore,Pearson Business Reference and Writer's Handbook / Edition 1
NOLO,7/22/15,Fred S. Steingold,The Complete Guide to Buying a Business
Gestalten,9/12/14,Monocle,The Monocle Guide to Good Business
Houghton Mifflin Harcourt,10/28/04,Sheryl Lindsell-Roberts,Strategic Business Letters and E-mail
Good2go Publishing LLC,5/28/15,Silk White,Business is Business
Taylor Trade Publishing,7/2/15,Owen E. Dell,How to Start a Home-Based Landscaping Business
Harvard Business Review Press,12/6/16,Peter F. Drucker,The Peter F. Drucker Reader: Selected Articles from the Father of Modern Management Thinking
Entrepreneur Press,2/9/16,Perry Marshall,Ultimate Guide to Local Business Marketing
Wiley,7/30/07,Tage C. Tracy,Small Business Financial Management for Dummies
BookBaby,7/27/12,Matthew Lesko,101 The Best Government Grants For Your Business
Atlantic Publishing Company FL,1/12/05,Dianna Podmoroff,"How to Hire, Train & Keep the Best Employees for Your Small Business"
good2go publishing,2/28/16,Silk White,Business is Business 3
"Amherst Media, Incorporated",1/10/17,Tracy Dorr,How to Start a Photography Business
McGraw-Hill Professional Publishing,8/26/14,Darrel Surett,McGraw-Hill Education 500 Business Environment and Concepts Questions for the CPA Exam
Entrepreneur Press,1/27/09,Entrepreneur Press,Start Your Own Pet Business and More!
"Rowman & Littlefield Publishers, Inc.",1/11/11,Cathy Vaughan,How to Start a Home-Based Pet-Sitting and Dog-Walking Business
Harvard Business Review Press,12/28/04,Harvard Business School Publishing,Harvard Business Essentials: Entrepreneur's Toolkit: Tools and Techniques to Launch and Grow Your New Business
Harvard Business Review Press,6/6/05,Harvard Business Review,Strategy: Create and Implement the Best Strategy for Your Business (Harvard Business Essentials Series)
Rocky Nook,11/8/17,John Harrington,Best Business Practices for Photographers
Teachers College Press,7/4/09,TALAN,Business Administration Scale for Family Child Care (BAS)
"Rowman & Littlefield Publishers, Inc.",7/1/14,Denise Vivaldo,"How to Start a Home-based Catering Business, 7th"
CreateSpace Publishing,11/12/09,Inc. Dream Street Investments,How To Start A Foreclosure Cleanup-Property Preservation Business
Lerner Publishing Group,11/28/06,Laurie B. Friedman,In Business with Mallory (Mallory Series #5)
Pearson,2/17/14,Raymond A. Barnett,"College Mathematics for Business, Economics, Life Sciences, and Social Sciences / Edition 13"
Anton Romanov,1/16/18,Anton Romanov,"LinkedIn - Quick, Click, Career - The Ultimate Guide on How to Attract Recruiters to Your LinkedIn Business Profile"
The Wives of Bath Press,1/1/11,Heather Haven,Murder is a Family Business
Liraz Publishing,8/18/14,Business Plan Expert,Food Truck Business Plan Template (Including 6 Special Bonuses)
Springer Publishing Company,11/1/12,KT Waxman,Financial and Business Management for the Doctor of Nursing Practice
Taylor & Francis,8/13/12,Gary Ferraro,The Cultural Dimension of Global Business / Edition 7
Mark Elcocks,1/27/16,Mark Elcocks,"10 Top Tips For Creating An Ethical Sales & Marketing System (Build A Successful Business Without Compromising Your Integrity, Your Conscience Or Your Faith)"
Harvard Business Review Press,10/13/15,Michael D. Watkins,The First 90 Days with Harvard Business Review article
Kensington,11/4/14,Lutishia Lovely,Mind Your Own Business
Pearson,1/20/16,John V. Thill,Excellence in Business Communication / Edition 12
"Crescent Moon Studios, Inc.",3/31/15,Mac Flynn,The Family Business #1 (BBW Romantic Comedy)
Virgin Books,3/31/09,Megan Hart,Taking Care of Business
"O'Reilly Media, Incorporated",10/28/13,Q. Ethan McCallum,Business Models for the Data Economy
Rethink Press Limited,6/15/15,Linda Everett,"Game Changer - How to take control and increase your confidence, personal power and business success"
McGraw-Hill Education,4/8/16,Brian C. Spilker,"McGraw-Hill's Taxation of Individuals and Business Entities 2017 Edition, 8e / Edition 8"
Pearson,8/3/10,Robert Vitale,Business to Business Marketing / Edition 1
Cheryl Schultz,10/29/13,Cheryl Schultz,How To Become A Successful Mobile Notary and Build A Winning Business
"Farrar, Straus and Giroux",9/4/12,Marc Levinson,The Great A&P and the Struggle for Small Business in America
Alan Simon Books,6/1/10,Alan Simon,Unfinished Business
Lulu.com,10/8/15,Jhinelle Walker,"How To Start A Small Business For Kids, Teens, And Young Adults Handbook"
Timo ten Cate,3/3/11,Timo ten Cate,Doing Business the Spiritual way
eBook Legend,3/1/13,eBook Legend,Gift Baskets Home Business
