Publisher,Time,Author,Title
"Little, Brown Books for Young Readers",10/6/15,Gail Carriger,Waistcoats & Weaponry (Finishing School Series #3)
Insight Editions,9/13/16,Matt Taylor,Metallica: Back to the Front: A Fully Authorized Visual History of the Master of Puppets Album and Tour
Baen,8/6/13,Larry Correia,Warbound (Grimnoir Chronicles #3)
Oxford University Press,2/1/07,Joy Hakim,A History of US: The First Americans: Prehistory-1600 A History of US Book One
Random House Publishing Group,2/26/13,Tim Weiner,Enemies: A History of the FBI
"Norton, W. W. & Company, Inc.",2/22/10,Susan Wise Bauer,The History of the Medieval World: From the Conversion of Constantine to the First Crusade
"Anness Publishing, Ltd.",3/7/16,Will Fowler,"The Illustrated World Encyclopedia of Guns: Pistols, Rifles, Revolvers, Machine And Submachine Guns Through History In 1100 Clear Photographs"
Potter/TenSpeed/Harmony,5/9/17,Dave Anthony,The United States of Absurdity: Untold Stories from American History
DK,4/4/17,Dorling Kindersley Publishing Staff,Tank: The Definitive Visual History of Armored Vehicles
Tom Doherty Associates,8/26/14,John Scalzi,Old Man's War Boxed Set 1
Barnes & Noble,6/17/04,H. G. Wells,"The Outline of History: Volume 1, Prehistory to the Roman Republic (Barnes & Noble Library of Essential Reading)"
Penguin Publishing Group,6/28/97,Stanley Karnow,Vietnam: A History
Bloomsbury USA,2/7/17,Samantha Shannon,The Mime Order (Bone Season Series #2)
Prometheus Books,1/23/18,Patrick J. Charles,Armed in America: A History of Gun Rights from Colonial Militias to Concealed Carry
Taylor & Francis,3/8/16,Joel Spring,Deculturalization and the Struggle for Equality: A Brief History of the Education of Dominated Cultures in the United States / Edition 8
Penguin Publishing Group,6/5/01,Rebecca Solnit,Wanderlust: A History of Walking
Candlewick Press,12/10/13,Kareem Abdul-Jabbar,What Color Is My World?: The Lost History of African-American Inventors
Penguin Publishing Group,6/13/17,Taylor Anderson,Devil's Due (Destroyermen Series #12)
PublicAffairs,10/8/13,Christian Wolmar,The Great Railroad Revolution: The History of Trains in America
Tom Doherty Associates,5/23/17,Sarah Gailey,River of Teeth
Bedford/St. Martin's,7/18/14,James A. Henretta,"America: A Concise History, Volume 1 / Edition 6"
"WallBuilders, Incorporated",6/28/10,David Barton,Setting the Record Straight: American History in Black and White
Tom Doherty Associates,2/4/14,Marie Brennan,A Natural History of Dragons: A Memoir by Lady Trent
Houghton Mifflin Harcourt,10/10/17,Tyler Anbinder,City of Dreams: The 400-Year Epic History of Immigrant New York
Penguin Publishing Group,9/5/06,Tony Judt,Postwar: A History of Europe Since 1945
Houghton Mifflin Harcourt,5/24/16,P. W. Singer,Ghost Fleet: A Novel of the Next World War
DK,9/13/16,Dorling Kindersley Publishing Staff,Classic Car: The Definitive Visual History
BMG Books,8/29/17,Brian Slagel,For the Sake of Heaviness: The History of Metal Blade Records
Random House Publishing Group,9/28/93,Harry Turtledove,The Guns of the South
New York University Press,4/15/08,Peter N. Stearns,World History in Documents: A Comparative Reader / Edition 2
Random House Publishing Group,3/28/89,Isaac Asimov,Prelude to Foundation
Voyageur Press,7/14/17,Emma Janzen,"Mezcal: The History, Craft & Cocktails of the World's Ultimate Artisanal Spirit"
Oxford University Press,2/8/07,Robert Middlekauff,"The Glorious Cause: The American Revolution, 1763-1789 / Edition 1"
St. Martin's Press,9/6/16,Rebecca Frankel,"War Dogs: Tales of Canine Heroism, History, and Love: Tales of Canine Heroism, History, and Love"
Zondervan,6/30/15,Devin Brown,"Discussing Mere Christianity Study Guide: Exploring the History, Meaning, and Relevance of C.S. Lewis's Greatest Book"
Cambridge University Press,10/9/17,Anne C. Bailey,The Weeping Time: Memory and the Largest Slave Auction in American History
Cengage Learning,1/1/16,Fred S. Kleiner,Gardner's Art through the Ages: A Concise Global History / Edition 4
HarperCollins Publishers,8/25/09,Neal Stephenson,Anathem
Publius Press,5/28/06,A. Ralph Epperson,The Unseen Hand: An Introduction to the Conspiratorial View of History
"Norton, W. W. & Company, Inc.",5/23/17,Mark Kurlansky,Paper: Paging Through History
Tom Doherty Associates,5/30/17,Robert Jordan,"The Wheel of Time Companion: The People, Places, and History of the Bestselling Series"
Oxford University Press,9/1/13,Craig L. Symonds,The Battle of Midway
CreateSpace Publishing,7/27/13,Suzanne Humphries MD,"Dissolving Illusions: Disease, Vaccines, and The Forgotten History"
St. Martin's Press,2/6/18,Changiz Lahidji,Full Battle Rattle: My Story as the Longest-Serving Special Forces A-Team Soldier in American History
Potter/Ten Speed/Harmony,11/1/11,Brad Thomas Parsons,"Bitters: A Spirited History of a Classic Cure-All, with Cocktails, Recipes, and Formulas"
"Little, Brown and Company",10/6/15,James Andrew Miller,"Live From New York: The Complete, Uncensored History of Saturday Night Live as Told by Its Stars, Writers, and Guests"
Templeton Press,10/9/17,Rodney Stark,Bearing False Witness: Debunking Centuries of Anti-Catholic History
"Rowman & Littlefield Publishers, Inc.",9/24/09,William Stevenson,A Man Called Intrepid: The Incredible WWII Narrative of the Hero Whose Spy Network and Secret Diplomacy Changed the Course of History
Knopf Doubleday Publishing Group,11/10/15,Sven Beckert,Empire of Cotton: A Global History
PublicAffairs,2/6/18,Yasha Levine,Surveillance Valley: The Secret Military History of the Internet
Rizzoli,10/30/12,Alberto Oliva,In Vogue: An Illustrated History of the World's Most Famous Fashion Magazine
Random House Publishing Group,1/9/07,Mark Kurlansky,The Big Oyster: History on the Half Shell
"BenBella Books, Inc.",9/19/17,Budd Friedman,The Improv: An Oral History of the Comedy Club that Revolutionized Stand-Up
HarperCollins Publishers,6/17/08,Joseph Telushkin,"Jewish Literacy Revised Ed: The Most Important Things to Know About the Jewish Religion, Its People, and Its History"
Capstone Press,8/1/13,Matt Doeden,The Oregon Trail: An Interactive History Adventure
Brandeis University Press,9/5/17,Gabrielle Rossmer Gropman,The German-Jewish Cookbook: Recipes and History of a Cuisine
Penguin Publishing Group,11/25/14,Larry Schweikart,A Patriot's History of the United States: From Columbus's Great Discovery to America's Age of Entitlement
Random House Publishing Group,9/1/15,Alan Smale,Clash of Eagles (Clash of Eagles Trilogy #1)
