Publisher,Time,Author,Title
Johns Hopkins University Press,10/16/16,Donald A. Barr,"Introduction to US Health Policy: The Organization, Financing, and Delivery of Health Care in America / Edition 4"
"SLACK, Incorporated",4/1/16,Carol M. Davis,Patient Practitioner Interaction: An Experiential Manual for Developing the Art of Health Care / Edition 6
Inner Traditions/Bear & Company,2/28/17,Carl Greer,Change the Story of Your Health: Using Shamanic and Jungian Techniques for Healing
"Rodale Press, Inc.",3/15/16,Kristin Cavallari,"Balancing in Heels: My Journey to Health, Happiness, and Making it all Work"
Elsevier Health Sciences,1/31/17,Ramona Nelson,Health Informatics: An Interprofessional Approach / Edition 2
Storey Books,6/27/17,Brittany Wood Nickerson,"Recipes from the Herbalist's Kitchen: Delicious, Nourishing Food for Lifelong Health and Well-Being"
Wiley,2/29/16,Howard Frumkin,Environmental Health: From Global to Local / Edition 3
"BenBella Books, Inc.",12/5/17,T. Colin Campbell,"The China Study: Deluxe Revised and Expanded Edition: The Most Comprehensive Study of Nutrition Ever Conducted and Startling Implications for Diet, Weight Loss, and Long-Term Health"
Johns Hopkins University Press,6/12/14,Donald E. Thomas Jr.,The Lupus Encyclopedia: A Comprehensive Guide for Patients and Families
CreateSpace Publishing,2/26/13,Max Sidorov KN,"7 Steps to Health: Scientifically proven methods to help you stop, reverse, and even cure disease without the use of drugs, pills or surgery."
Bull Publishing Company,7/16/12,Kate Lorig,"Living a Healthy Life with Chronic Conditions: Self-Management of Heart Disease, Arthritis, Diabetes, Depression, Asthma, Bronchitis, Emphysema and Other Physical and Mental Health Conditions"
Arcas Publishing,12/1/14,Sonoma Press,"Essential Oils & Aromatherapy, An Introductory Guide: More Than 300 Recipes for Health, Home and Beauty"
Johns Hopkins University Press,10/31/13,William J. Weiner,Parkinson's Disease: A Complete Guide for Patients and Families
"Rodale Press, Inc.",11/10/15,William Davis,Wheat Belly: 10-Day Grain Detox: Reprogram Your Body for Rapid Weight Loss and Amazing Health
Random House Publishing Group,6/1/10,Christiane Northrup,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing"
University of California Press,9/18/13,Paul Farmer,Reimagining Global Health: An Introduction
"Waveland Press, Inc.",4/1/11,Anne Nadakavukaren,Our Global Environment: A Health Perspective / Edition 7
"Hesperian Foundation, The",12/28/15,David B. Werner,Where There Is No Doctor: A Village Health Care Handbook / Edition 1
Pearson,9/24/12,Ellis Quinn Youngkin PhD,Women's Health: A Primary Care Clinical Guide / Edition 4
"Hay House, Inc.",3/13/18,Aimee E. Raupp,"Body Belief: How to Heal Autoimmune Diseases, Radically Shift Your Health, and Learn to Love Your Body More"
Sterling,1/4/11,Bharat B. Aggarwal,Healing Spices: How to Use 50 Everyday and Exotic Spices to Boost Health and Beat Disease
McGraw-Hill Professional Publishing,1/2/08,McGraw-Hill Education,Glencoe Health: Student Activity Workbook / Edition 1
"Bridge Publications, Inc.",11/1/07,L. Ron Hubbard,Dianetics: The Modern Science of Mental Health
The Ruscio Institute LLC,2/6/18,Dr. Michael Ruscio,"Healthy Gut, Healthy You: The Personalized Plan to Transform Your Health from the Inside Out"
"Sounds True, Incorporated",2/1/17,Acharya Shunya,"Ayurveda Lifestyle Wisdom: A Complete Prescription to Optimize Your Health, Prevent Disease, and Live with Vitality and Joy"
Penguin Publishing Group,12/31/13,Barbara L. Fredrickson,Love 2.0: Finding Happiness and Health in Moments of Connection
"Llewellyn Worldwide, LTD.",7/8/17,Monica Crosson,"Llewellyn's 2018 Herbal Almanac: Gardening, Cooking, Health, Crafts, Myth & Lore"
Grand Central Publishing,6/1/03,F. Batmanghelidj,"Water for Health, for Healing, for Life: You're Not Sick, You're Thirsty!"
Thirty Six Paws Press,11/30/17,Judy Morgan DVM,"Yin & Yang Nutrition for Dogs: Maximizing Health with Whole Foods, Not Drugs"
Random House Publishing Group,5/19/09,Ellen J. Langer,Counterclockwise: Mindful Health and the Power of Possibility
Potter/TenSpeed/Harmony,9/6/16,Rebecca Katz,"Clean Soups: Simple, Nourishing Recipes for Health and Vitality"
Chronicle Books LLC,12/5/17,Jennifer Iserloh,The Healing Slow Cooker: Lower Stress * Improve Gut Health * Decrease Inflammation
Sourcebooks,10/1/09,Shane Ellison,Over the Counter Natural Cures: Take Charge of Your Health in 30 Days with 10 Lifesaving Supplements for under $10
HarperCollins Publishers,5/17/16,Drew Ramsey,"Eat Complete: The 21 Nutrients That Fuel Brainpower, Boost Weight Loss, and Transform Your Health"
FaithWords,12/2/14,Joyce Meyer,"Good Health, Good Life: 12 Keys to Enjoying Physical and Spiritual Wellness"
"Hay House, Inc.",6/15/11,Donna Gates,The Body Ecology Diet: Recovering Your Health and Rebuilding Your Immunity
McGraw-Hill Higher Education,3/9/12,Stephen Barrett,Consumer Health: A Guide to Intelligent Decisions / Edition 9
Potter/TenSpeed/Harmony,6/2/15,Megan Gilmore,"Everyday Detox: 100 Easy Recipes to Remove Toxins, Promote Gut Health, and Lose Weight Naturally"
Turner Publishing Company,2/23/16,Mark Stengler,"Prescription for Natural Cures: A Self-Care Guide for Treating Health Problems with Natural Remedies Including Diet, Nutrition, Supplements, and Other Holistic Methods, Third Edition"
"Workman Publishing Company, Inc.",12/27/16,Rebecca Scritchfield,Body Kindness: Transform Your Health from the Inside Out--and Never Say Diet Again
Elsevier Health Sciences,9/14/17,Margaret Jordan Halter,Varcarolis' Foundations of Psychiatric-Mental Health Nursing: A Clinical Approach / Edition 8
LWW,10/4/13,Adele Pillitteri,Maternal and Child Health Nursing: Care of the Childbearing and Childrearing Family / Edition 7
Random House Publishing Group,11/29/05,Barton D. Schmitt,"Your Child's Health: The Parents' One-Stop Reference Guide to: Symptoms, Emergencies, Common Illnesses, Behavior Problems, and Healthy Development"
Nursesbooks.org,11/28/14,American Nurses Association,Psychiatric-Mental Health Nursing: Scope and Standards of Practice / Edition 2
Gurze Books,12/28/06,Karen R. Koenig,The Food and Feelings Workbook: A Full Course Meal on Emotional Health
Knopf Doubleday Publishing Group,7/1/14,Daniel Lieberman,"The Story of the Human Body: Evolution, Health, and Disease"
HarperCollins Publishers,7/28/09,Moshe Feldenkrais,"Awareness Through Movement: Easy-to-Do Health Exercises to Improve Your Posture, Vision, Imagination, and Personal Awareness"
Touchstone,7/15/89,Daniel Reid,"The Tao of Health, Sex, and Longevity: A Modern Practical Guide to the Ancient Way"
Elsevier Health Sciences,11/6/13,Robert Tisserand,Essential Oil Safety: A Guide for Health Care Professionals- / Edition 2
Hardie Grant,8/1/17,Carla Oates,"The Beauty Chef: Delicious Food for Radiant Skin, Gut Health and Wellbeing"
CreateSpace Publishing,4/5/14,Diane Sharpe,"The Everyday Mediterranean Diet Cookbook: 75 Mediterranean Diet Recipes for Hearty Health, Weight Loss, Renewed Vitality and Long Life"
Springer London,12/31/13,Edward H. Shortliffe,Biomedical Informatics: Computer Applications in Health Care and Biomedicine / Edition 4
"Primal Nutrition, Inc.",9/8/16,Elle Russ,"The Paleo Thyroid Solution: Stop Feeling Fat, Foggy, And Fatigued At The Hands Of Uninformed Doctors - Reclaim Your Health!"
Jones & Bartlett Learning,2/13/08,Robert J. Bensley,Community Health Education Methods: A Practical Guide / Edition 3
Potter/TenSpeed/Harmony,4/30/13,Mark Bittman,VB6: Eat Vegan Before 6:00 to Lose Weight and Restore Your Health . . . for Good
F. A. Davis Company,11/21/16,Cathy Melfi Curtis,Psychiatric Mental Health Nursing Success: A Q&A Review Applying Critical Thinking to Test Taking / Edition 3
Skyhorse Publishing,8/1/12,Jay Dicharry,"Anatomy for Runners: Unlocking Your Athletic Potential for Health, Speed, and Injury Prevention"
"Rose, Robert Incorporated",4/2/13,Maitreyi Raman,"Healing Fatty Liver Disease: A Complete Health and Diet Guide, Including 100 Recipes"
"Rodale Press, Inc.",12/26/17,Michael Roussell,Men's Health The MetaShred Diet: Your 28-Day Rapid Fat-Loss Plan. Simple. Effective. Amazing.
HarperCollins Publishers,2/6/18,Ann Boroch,"The Candida Cure: The 90-Day Program to Balance Your Gut, Beat Candida, and Restore Vibrant Health"
Potter/TenSpeed/Harmony,2/20/01,Deepak Chopra,Perfect Health: The Complete Mind/Body Guide
"Health Communications, Incorporated",2/3/15,Raymond Francis,"The Great American Health Hoax: The Surprising Truth About How Modern Medicine Keeps You Sick-How to Choose a Healthier, Happier, and Disease-Free Life"
HarperCollins Publishers,8/4/93,Pete Egoscue,The Egoscue Method of Health Through Motion: Revolutionary Program That Lets You Rediscover the Body's Power to Rejuvenate It
"Llewellyn Worldwide, LTD.",11/8/15,Cyndi Dale,"Llewellyn's Complete Book of Chakras: Your Definitive Source of Energy Center Knowledge for Health, Happiness, and Spiritual Evolution"
"BenBella Books, Inc.",10/24/17,Robin L. Smith,Cells Are the New Cure: The Cutting-Edge Medical Breakthroughs That Are Transforming Our Health
F. A. Davis Company,6/5/15,Susan L. Ward,"Maternal-Child Nursing Care with Women's Health Companion 2e: Optimizing Outcomes for Mothers, Children, and Families / Edition 2"
"Dylanna Publishing, Inc.",2/19/15,Julia Grady,"Vitamix Cookbook: Not Just Smoothies! Super Delicious, Super Easy Recipes for Health and Happiness"
GMF Publishing,5/28/15,George Mateljan,"World's Healthiest Foods, 2nd Edition: The Force For Change To Health-Promoting Foods and New Nutrient-Rich Cooking"
Picador,5/10/16,Lisa Miller,The Spiritual Child: The New Science on Parenting for Health and Lifelong Thriving
Johns Hopkins University Press,2/11/14,Francis Mark Mondimore,Bipolar Disorder: A Guide for Patients and Families
North Atlantic Books,12/1/15,Uwe Blesching,The Cannabis Health Index: Combining the Science of Medical Marijuana with Mindfulness Techniques To Heal 100 Chronic Symptoms and Diseases
Wiley,1/21/14,Thomas K. Ross,Health Care Quality Management: Tools and Applications / Edition 1
HarperCollins Publishers,2/27/18,Joseph Pizzorno,"The Toxin Solution: How Hidden Poisons in the Air, Water, Food, and Products We Use Are Destroying Our Health--AND WHAT WE CAN DO TO FIX IT"
Fair Winds Press,1/15/16,Martina Slajerova,"The KetoDiet Cookbook: More Than 150 Delicious Low-Carb, High-Fat Recipes for Maximum Weight Loss and Improved Health -- Grain-Free, Sugar-Free, Starch-Free Recipes for your Low-Carb, Paleo, Primal, or Ketogenic Lifestyle"
Grand Central Publishing,3/5/13,Neal D. Barnard,"21-Day Weight Loss Kickstart: Boost Metabolism, Lower Cholesterol, and Dramatically Improve Your Health"
University of California Press,2/9/16,Lawrence O. Gostin,"Public Health Law: Power, Duty, Restraint / Edition 3"
Mometrix Media LLC,10/28/16,Praxis II Exam Secrets Test Prep Staff,Praxis II Health and Physical Education Content Knowledge (5857) Exam Secrets Study Guide: Praxis II Test Review for the Praxis II Subject Assessments
DK,12/23/13,B. K. S. Iyengar,B.K.S. Iyengar Yoga: The Path to Holistic Health
Scribner,12/3/13,Paul Jaminet,Perfect Health Diet: Regain Health and Lose Weight by Eating the Way You Were Meant to Eat
"BenBella Books, Inc.",12/20/16,Ashley Melillo,"Blissful Basil: Over 100 Plant-Powered Recipes to Unearth Vibrancy, Health, and Happiness"
Da Capo Press,8/2/04,Thomas Hanna,"Somatics: Reawakening The Mind's Control Of Movement, Flexibility, And Health"
Square One Publishers,8/1/17,Milan Ross,"The Change Cookbook: Using the Power of Food to Transform Your Body, Your Health, and Your Life"
HarperCollins Publishers,2/16/16,Richard Jacoby,"Sugar Crush: How to Reduce Inflammation, Reverse Nerve Damage, and Reclaim Good Health"
Pearson,4/17/09,Anna Ciulla,SUCCESS! in Clinical Laboratory Science / Edition 4
Penguin Publishing Group,4/3/07,Pete Earley,Crazy: A Father's Search Through America's Mental Health Madness
Take Charge Books,7/10/13,Robert Thompson MD,The Calcium Lie II: What Your Doctor Still Doesn't Know: How Mineral Imbalances Are Damaging Your Health
Atria Books/Beyond Words,8/31/10,Inna Segal,The Secret Language of Your Body: The Essential Guide to Health and Wellness
Jones & Bartlett Learning,10/3/08,Constance U. Battle,Essentials Of Public Health Biology: A Guide For The Study Of Pathophysiology
Storey Books,12/26/17,Gail Damerow,"Storey's Guide to Raising Chickens, 4th Edition: Breed Selection, Facilities, Feeding, Health Care, Managing Layers & Meat Birds"
"BenBella Books, Inc.",7/26/16,Mike Adams,Food Forensics: The Hidden Toxins Lurking in Your Food and How You Can Avoid Them for Lifelong Health
"Rodale Press, Inc.",10/30/12,Kathryn Budig,The Women's Health Big Book of Yoga: The Essential Guide to Complete Mind/Body Fitness
Knopf Doubleday Publishing Group,4/9/13,Barbara Natterson-Horowitz,Zoobiquity: The Astonishing Connection Between Human and Animal Health
Fall River Press,12/23/16,Dorothy Calimeris,The Anti-Inflammatory Diet and Action Plans: 4-Week Meal Plans to Heal the Immune System and Restore Overall Health
Lippincott Williams & Wilkins,10/15/13,Sheila Grossman,Study Guide to accompany Porth's Pathophysiology: Concepts of Altered Health States / Edition 9
"Hay House, Inc.",10/6/15,Louise L. Hay,Loving Yourself to Great Health: Thoughts and Food--The Ultimate Diet
Wiley,4/29/13,Bart Astor,"AARP Roadmap for the Rest of Your Life: Smart Choices About Money, Health, Work, Lifestyle ... and Pursuing Your Dreams"
Watkins Media,10/5/10,Natalie Savona,The Big Book of Juices: More Than 400 Natural Blends for Health and Vitality Every Day
American Health Information Management Association,1/1/17,Margret K. Amatayakul,Health IT and EHRs: Principles and Practice / Edition 6
"Oxford University Press, USA",10/3/07,Kurt Snyder,"Me, Myself, and Them: A Firsthand Account of One Young Person's Experience with Schizophrenia"
CreateSpace Publishing,4/29/16,Jon Stika,A Soil Owner's Manual: How to Restore and Maintain Soil Health
"Holt, Henry & Company, Inc.",11/28/96,Donna Farhi,The Breathing Book: Vitality & Good Health Through Essential Breath Work
Time Inc. Books,8/8/17,Brent A. Bauer,Mayo Clinic: The Integrative Guide to Good Health: Home Remedies Meet Alternative Therapies to Transform Well-Being
"Rodale Press, Inc.",12/26/17,Tracy Anderson,"Total Teen: Tracy Anderson's Guide to Health, Happiness, and Ruling Your World"
"Arsenal Pulp Press, Limited",10/13/15,Luz Calvo,Decolonize Your Diet: Plant-Based Mexican-American Recipes for Health and Healing
Yale University Press,9/30/14,Robert O. Chase,"An Introduction to Spanish for Health Care Workers: Communication and Culture, Fourth Edition / Edition 4"
Wiley,12/21/10,Leiyu Shi,Vulnerable Populations in the United States / Edition 2
Page Street Publishing,3/29/16,Jan Berry,"101 Easy Homemade Products for Your Skin, Health & Home: A Nerdy Farm Wife's All-Natural DIY Projects Using Commonly Found Herbs, Flowers & Other Plants"
Turner Publishing Company,8/12/14,Lani Simpson,"Dr. Lani's No-Nonsense Bone Health Guide: The Truth About Density Testing, Osteoporosis Drugs, and Building Bone Quality at Any Age"
Time Inc. Books,5/19/15,Mayo Clinic,"Mayo Clinic A to Z Health Guide: Everything You Need to Know About Signs, Symptoms, Diagnosis, Treatment and Prevention"
"Hay House, Inc.",1/1/09,Doreen Virtue,"Signs from Above: Your Angels' Messages about Your Life Purpose, Relationships, Health, and More"
Mihails Konoplovs,2/23/15,Brittany Samons,"Plant Based Diet For Beginners: The Ultimate Weight Loss, Healthy Eating and Optimal Health Guide"
Fair Winds Press,12/12/17,Dana Carpender,"500 Ketogenic Recipes: Hundreds of Easy and Delicious Recipes for Losing Weight, Improving Your Health, and Staying in the Ketogenic Zone"
University of California Press,6/2/10,Lawrence O. Gostin,Public Health Law and Ethics: A Reader / Edition 2
Potter/TenSpeed/Harmony,12/16/14,Martha Stewart Living Magazine Editors,"Clean Slate: A Cookbook and Guide: Reset Your Health, Detox Your Body, and Feel Your Best"
